"fipscty","naics","est"
"001","7213//",37
"001","72131/",37
"001","721310",37
"001","722///",3819
"001","7223//",227
"001","72231/",79
"001","722310",79
"001","72232/",100
"001","722320",100
"001","72233/",48
"001","722330",48
"001","7224//",167
"001","72241/",167
"001","722410",167
"001","7225//",3425
"001","72251/",3425
"001","722511",1560
"001","722513",1293
"001","722514",29
"001","722515",543
"001","81----",3624
"001","811///",1124
"001","8111//",880
"001","81111/",491
"001","811111",439
"001","811112",10
"001","811113",26
"001","811118",16
"001","81112/",233
"001","811121",203
"001","811122",30
"001","81119/",156
"001","811191",41
"001","811192",56
"001","811198",59
"001","8112//",79
"001","81121/",79
"001","811211",6
"001","811212",39
"001","811213",10
"001","811219",24
"001","8113//",78
"001","81131/",78
"001","811310",78
"001","8114//",87
"001","81141/",15
"001","811411",1
"001","811412",14
"001","81142/",24
"001","811420",24
"001","81143/",5
"001","811430",5
"001","81149/",43
"001","811490",43
"001","812///",1264
"001","8121//",769
"001","81211/",672
"001","812111",21
"001","812112",377
"001","812113",274
"001","81219/",97
"001","812191",9
"001","812199",88
"001","8122//",48
"001","81221/",33
"001","812210",33
"001","81222/",15
"001","812220",15
"001","8123//",192
"001","81231/",56
"001","812310",56
"001","81232/",119
"001","812320",119
"001","81233/",17
"001","812331",6
"001","812332",11
"001","8129//",255
"001","81291/",67
"001","812910",67
"001","81292/",4
"001","812921",3
"001","812922",1
"001","81293/",112
"001","812930",112
"001","81299/",72
"001","812990",72
"001","813///",1236
"001","8131//",525
"001","81311/",525
"001","813110",525
"001","8132//",155
"001","81321/",155
"001","813211",95
"001","813212",31
"001","813219",29
"001","8133//",173
"001","81331/",173
"001","813311",45
"001","813312",58
"001","813319",70
"001","8134//",118
"001","81341/",118
"001","813410",118
"001","8139//",265
"001","81391/",55
"001","813910",55
"001","81392/",37
"001","813920",37
"001","81393/",93
"001","813930",93
"001","81394/",19
"001","813940",19
"001","81399/",61
"001","813990",61
"001","99----",136
"003","------",35
"003","22----",2
"003","221///",2
"003","2213//",2
"003","22131/",2
"003","221310",2
"003","23----",4
"003","236///",3
"003","2361//",3
"003","23611/",3
"003","236115",1
"003","236117",1
"003","236118",1
"003","238///",1
"003","2383//",1
"003","23832/",1
"003","238320",1
"003","31----",1
"003","315///",1
"003","3152//",1
"003","31521/",1
"003","315210",1
"003","44----",2
"003","441///",1
"003","4412//",1
"003","44122/",1
"003","441228",1
"003","452///",1
"003","4529//",1
"003","45299/",1
"003","452990",1
"003","48----",1
"003","488///",1
"003","4884//",1
"003","48841/",1
"003","488410",1
"003","51----",1
"003","518///",1
"003","5182//",1
"003","51821/",1
"003","518210",1
"003","52----",1
"003","524///",1
"003","5242//",1
"003","52421/",1
"003","524210",1
"003","53----",1
"003","531///",1
"003","5312//",1
"003","53121/",1
"003","531210",1
"003","54----",2
"003","541///",2
"003","5412//",1
"003","54121/",1
"003","541211",1
"003","5415//",1
"003","54151/",1
"003","541513",1
"003","55----",1
"003","551///",1
"003","5511//",1
"003","55111/",1
"003","551114",1
"003","56----",2
"003","561///",2
"003","5614//",1
"003","56142/",1
"003","561422",1
"003","5616//",1
"003","56162/",1
"003","561622",1
"003","61----",1
"003","611///",1
"003","6116//",1
"003","61162/",1
"003","611620",1
"003","62----",4
"003","621///",2
"003","6211//",2
"003","62111/",2
"003","621111",2
"003","623///",2
"003","6239//",2
"003","62399/",2
"003","623990",2
"003","71----",3
"003","711///",1
"003","7113//",1
"003","71132/",1
"003","711320",1
"003","713///",2
"003","7139//",2
"003","71392/",1
"003","713920",1
"003","71399/",1
"003","713990",1
"003","72----",6
"003","721///",4
"003","7211//",3
"003","72111/",2
"003","721110",2
"003","72119/",1
"003","721199",1
"003","7212//",1
"003","72121/",1
"003","721211",1
"003","722///",2
"003","7225//",2
"003","72251/",2
"003","722511",1
"003","722515",1
"003","81----",3
"003","811///",1
"003","8114//",1
"003","81141/",1
"003","811412",1
"003","813///",2
"003","8133//",1
"003","81331/",1
"003","813312",1
"003","8139//",1
"003","81391/",1
"003","813910",1
"005","------",824
"005","11----",9
"005","113///",5
"005","1133//",5
"005","11331/",5
"005","113310",5
"005","114///",1
"005","1142//",1
"005","11421/",1
"005","114210",1
"005","115///",3
"005","1151//",2
"005","11511/",2
"005","115112",1
"005","115115",1
"005","1153//",1
"005","11531/",1
"005","115310",1
"005","21----",5
"005","212///",4
"005","2123//",4
"005","21231/",2
"005","212319",2
"005","21232/",1
"005","212324",1
"005","21239/",1
"005","212399",1
"005","213///",1
"005","2131//",1
"005","21311/",1
"005","213114",1
"005","22----",3
"005","221///",3
"005","2211//",2
"005","22111/",1
"005","221118",1
"005","22112/",1
"005","221122",1
"005","2213//",1
"005","22131/",1
"005","221310",1
"005","23----",93
"005","236///",34
"005","2361//",26
"005","23611/",26
"005","236115",13
"005","236117",1
"005","236118",12
"005","2362//",8
"005","23621/",1
"005","236210",1
"005","23622/",7
"005","236220",7
"005","237///",7
"005","2371//",5
"005","23711/",3
"005","237110",3
"005","23713/",2
"005","237130",2
"005","2373//",2
"005","23731/",2
"005","237310",2
"005","238///",52
"005","2381//",10
"005","23811/",4
"005","238110",4
"005","23812/",1
"005","238120",1
"005","23815/",1
"005","238150",1
"005","23816/",3
"005","238160",3
"005","23817/",1
"005","238170",1
"005","2382//",20
"005","23821/",9
"005","238210",9
"005","23822/",9
"005","238220",9
"005","23829/",2
"005","238290",2
"005","2383//",10
"005","23831/",2
"005","238310",2
"005","23832/",4
"005","238320",4
"005","23834/",2
"005","238340",2
"005","23835/",2
"005","238350",2
"005","2389//",12
"005","23891/",8
"005","238910",8
"005","23899/",4
"005","238990",4
"005","31----",51
"005","311///",1
"005","3118//",1
"005","31181/",1
"005","311811",1
"005","312///",25
"005","3121//",25
"005","31212/",1
"005","312120",1
"005","31213/",24
"005","312130",24
"005","321///",3
"005","3212//",1
"005","32121/",1
"005","321219",1
"005","3219//",2
"005","32199/",2
"005","321999",2
"005","323///",2
"005","3231//",2
"005","32311/",1
"005","323111",1
"005","32312/",1
"005","323120",1
"005","325///",1
"005","3259//",1
"005","32592/",1
"005","325920",1
"005","327///",2
"005","3273//",1
"005","32732/",1
"005","327320",1
"005","3279//",1
"005","32799/",1
"005","327992",1
"005","331///",1
"005","3312//",1
"005","33122/",1
"005","331222",1
"005","332///",8
"005","3321//",1
"005","33211/",1
"005","332119",1
"005","3322//",1
"005","33221/",1
"005","332216",1
"005","3327//",6
"005","33271/",5
"005","332710",5
"005","33272/",1
"005","332721",1
"005","333///",1
"005","3339//",1
"005","33392/",1
"005","333922",1
"005","334///",4
"005","3342//",2
"005","33421/",1
"005","334210",1
"005","33429/",1
"005","334290",1
"005","3344//",2
"005","33441/",2
"005","334418",1
"005","334419",1
"005","336///",1
"005","3364//",1
"005","33641/",1
"005","336413",1
"005","339///",2
"005","3391//",1
"005","33911/",1
"005","339116",1
"005","3399//",1
"005","33995/",1
"005","339950",1
"005","42----",18
"005","423///",10
"005","4231//",1
"005","42311/",1
"005","423110",1
"005","4233//",2
"005","42332/",2
"005","423320",2
"005","4236//",2
"005","42361/",1
"005","423610",1
"005","42369/",1
"005","423690",1
"005","4237//",2
"005","42372/",1
"005","423720",1
"005","42373/",1
"005","423730",1
"005","4238//",2
"005","42383/",2
"005","423830",2
"005","4239//",1
"005","42393/",1
"005","423930",1
"005","424///",6
"005","4242//",1
"005","42421/",1
"005","424210",1
"005","4244//",3
"005","42443/",2
"005","424430",2
"005","42445/",1
"005","424450",1
"005","4249//",2
"005","42491/",1
"005","424910",1
"005","42499/",1
"005","424990",1
"005","425///",2
"005","4251//",2
"005","42512/",2
"005","425120",2
"005","44----",119
"005","441///",11
"005","4411//",2
"005","44112/",2
"005","441120",2
"005","4413//",9
"005","44131/",5
"005","441310",5
"005","44132/",4
"005","441320",4
"005","442///",8
"005","4421//",1
"005","44211/",1
"005","442110",1
"005","4422//",7
"005","44221/",3
"005","442210",3
"005","44229/",4
"005","442299",4
"005","443///",4
"005","4431//",4
"005","44314/",4
"005","443141",1
"005","443142",3
"005","444///",16
"005","4441//",13
"005","44411/",1
"005","444110",1
"005","44412/",2
"005","444120",2
"005","44413/",5
"005","444130",5
"005","44419/",5
"005","444190",5
"005","4442//",3
"005","44421/",1
"005","444210",1
"005","44422/",2
"005","444220",2
"005","445///",21
"005","4451//",13
"005","44511/",13
"005","445110",13
"005","4452//",5
"005","44521/",1
"005","445210",1
"005","44529/",4
"005","445292",1
"005","445299",3
"005","4453//",3
"005","44531/",3
"005","445310",3
"005","446///",6
"005","4461//",6
"005","44611/",3
"005","446110",3
"005","44612/",1
"005","446120",1
"005","44619/",2
"005","446191",2
"005","447///",13
"005","4471//",13
"005","44711/",12
"005","447110",12
"005","44719/",1
"005","447190",1
"005","448///",8
"005","4481//",4
"005","44812/",1
"005","448120",1
"005","44814/",3
"005","448140",3
"005","4482//",2
"005","44821/",2
"005","448210",2
"005","4483//",2
"005","44831/",2
"005","448310",2
"005","451///",7
"005","4511//",5
"005","45111/",2
"005","451110",2
"005","45113/",2
"005","451130",2
"005","45114/",1
"005","451140",1
"005","4512//",2
"005","45121/",2
"005","451211",2
"005","452///",4
"005","4521//",2
"005","45211/",2
"005","452112",2
"005","4529//",2
"005","45299/",2
"005","452990",2
"005","453///",16
"005","4531//",1
"005","45311/",1
"005","453110",1
"005","4532//",4
"005","45321/",1
"005","453210",1
"005","45322/",3
"005","453220",3
"005","4533//",4
"005","45331/",4
"005","453310",4
"005","4539//",7
"005","45391/",3
"005","453910",3
"005","45392/",1
"005","453920",1
"005","45399/",3
"005","453998",3
"005","454///",5
"005","4541//",4
"005","45411/",4
"005","454111",4
"005","4543//",1
"005","45431/",1
"005","454310",1
"005","48----",14
"005","481///",1
"005","4812//",1
"005","48121/",1
"005","481219",1
"005","484///",8
"005","4841//",1
"005","48412/",1
"005","484121",1
"005","4842//",7
"005","48422/",5
"005","484220",5
"005","48423/",2
"005","484230",2
"005","485///",2
"005","4859//",2
"005","48599/",2
"005","485991",1
"005","485999",1
"005","488///",3
"005","4881//",1
"005","48819/",1
"005","488190",1
"005","4884//",1
"005","48841/",1
"005","488410",1
"005","4889//",1
"005","48899/",1
"005","488999",1
"005","51----",12
"005","511///",4
"005","5111//",4
"005","51111/",1
"005","511110",1
"005","51112/",1
"005","511120",1
"005","51113/",1
"005","511130",1
"005","51114/",1
"005","511140",1
"005","512///",1
"005","5121//",1
"005","51213/",1
"005","512131",1
"005","515///",1
"005","5151//",1
"005","51511/",1
"005","515112",1
"005","517///",4
"005","5171//",3
"005","51711/",3
"005","517110",3
"005","5172//",1
"005","51721/",1
"005","517210",1
"005","518///",1
"005","5182//",1
"005","51821/",1
"005","518210",1
"005","519///",1
"005","5191//",1
"005","51911/",1
"005","519110",1
"005","52----",45
"005","522///",20
"005","5221//",14
"005","52211/",8
"005","522110",8
"005","52212/",4
"005","522120",4
"005","52213/",2
"005","522130",2
"005","5222//",2
"005","52229/",2
"005","522292",1
"005","522298",1
"005","5223//",4
"005","52231/",1
"005","522310",1
"005","52239/",3
"005","522390",3
"005","523///",9
"005","5231//",3
"005","52312/",3
"005","523120",3
"005","5239//",6
"005","52392/",4
"005","523920",4
"005","52393/",2
"005","523930",2
"005","524///",16
"005","5241//",6
"005","52412/",6
"005","524126",5
"005","524127",1
"005","5242//",10
"005","52421/",9
"005","524210",9
"005","52429/",1
"005","524292",1
"005","53----",46
"005","531///",39
"005","5311//",21
"005","53111/",6
"005","531110",6
"005","53112/",6
"005","531120",6
"005","53113/",3
"005","531130",3
"005","53119/",6
"005","531190",6
"005","5312//",11
"005","53121/",11
"005","531210",11
"005","5313//",7
"005","53131/",4
"005","531311",4
"005","53132/",1
"005","531320",1
"005","53139/",2
"005","531390",2
"005","532///",7
"005","5321//",3
"005","53211/",1
"005","532111",1
"005","53212/",2
"005","532120",2
"005","5322//",3
"005","53229/",3
"005","532291",1
"005","532299",2
"005","5324//",1
"005","53249/",1
"005","532490",1
"005","54----",69
"005","541///",69
"005","5411//",17
"005","54111/",16
"005","541110",16
"005","54119/",1
"005","541191",1
"005","5412//",16
"005","54121/",16
"005","541211",7
"005","541213",4
"005","541219",5
"005","5413//",8
"005","54133/",6
"005","541330",6
"005","54137/",2
"005","541370",2
"005","5414//",2
"005","54141/",1
"005","541410",1
"005","54142/",1
"005","541420",1
"005","5415//",5
"005","54151/",5
"005","541511",3
"005","541512",1
"005","541519",1
"005","5416//",10
"005","54161/",8
"005","541611",3
"005","541612",1
"005","541613",4
"005","54162/",1
"005","541620",1
"005","54169/",1
"005","541690",1
"005","5419//",11
"005","54192/",2
"005","541921",1
"005","541922",1
"005","54194/",9
"005","541940",9
"005","56----",28
"005","561///",23
"005","5611//",1
"005","56111/",1
"005","561110",1
"005","5614//",2
"005","56143/",1
"005","561431",1
"005","56144/",1
"005","561440",1
"005","5616//",1
"005","56162/",1
"005","561622",1
"005","5617//",19
"005","56171/",4
"005","561710",4
"005","56172/",3
"005","561720",3
"005","56173/",10
"005","561730",10
"005","56179/",2
"005","561790",2
"005","562///",5
"005","5621//",3
"005","56211/",3
"005","562111",3
"005","5622//",1
"005","56221/",1
"005","562219",1
"005","5629//",1
"005","56299/",1
"005","562991",1
"005","61----",4
"005","611///",4
"005","6114//",2
"005","61142/",2
"005","611420",2
"005","6116//",1
"005","61169/",1
"005","611692",1
"005","6117//",1
"005","61171/",1
"005","611710",1
"005","62----",104
"005","621///",69
"005","6211//",32
"005","62111/",32
"005","621111",32
"005","6212//",16
"005","62121/",16
"005","621210",16
"005","6213//",13
"005","62131/",6
"005","621310",6
"005","62132/",2
"005","621320",2
"005","62134/",2
"005","621340",2
"005","62139/",3
"005","621391",1
"005","621399",2
"005","6214//",2
"005","62142/",1
"005","621420",1
"005","62149/",1
"005","621498",1
"005","6215//",2
"005","62151/",2
"005","621511",2
"005","6216//",3
"005","62161/",3
"005","621610",3
"005","6219//",1
"005","62191/",1
"005","621910",1
"005","622///",1
"005","6221//",1
"005","62211/",1
"005","622110",1
"005","623///",10
"005","6231//",1
"005","62311/",1
"005","623110",1
"005","6232//",2
"005","62321/",2
"005","623210",2
"005","6233//",6
"005","62331/",6
"005","623312",6
"005","6239//",1
"005","62399/",1
"005","623990",1
"005","624///",24
"005","6241//",15
"005","62411/",4
"005","624110",4
"005","62412/",6
"005","624120",6
"005","62419/",5
"005","624190",5
"005","6242//",3
"005","62421/",2
"005","624210",2
"005","62423/",1
"005","624230",1
"005","6244//",6
"005","62441/",6
"005","624410",6
"005","71----",13
"005","711///",4
"005","7113//",2
"005","71131/",1
"005","711310",1
"005","71132/",1
"005","711320",1
"005","7115//",2
"005","71151/",2
"005","711510",2
"005","712///",1
"005","7121//",1
"005","71219/",1
"005","712190",1
"005","713///",8
"005","7139//",8
"005","71391/",1
"005","713910",1
"005","71394/",4
"005","713940",4
"005","71395/",1
"005","713950",1
"005","71399/",2
"005","713990",2
"005","72----",106
"005","721///",22
"005","7211//",16
"005","72111/",10
"005","721110",10
"005","72112/",1
"005","721120",1
"005","72119/",5
"005","721191",4
"005","721199",1
"005","7212//",6
"005","72121/",6
"005","721211",5
"005","721214",1
"005","722///",84
"005","7223//",6
"005","72231/",1
"005","722310",1
"005","72232/",3
"005","722320",3
"005","72233/",2
"005","722330",2
"005","7224//",4
"005","72241/",4
"005","722410",4
